id,x,y,Fecha,year,evento,detalles,causa,perjuicio,zona,links_images
34,-71.29724,-40.14053,1/7/2021,2021,accidente vehicular,accidente_vehicular,desconocida,materiales,ruta 40 - los riscos,https://doc-0s-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/o8g0o9amq0gogmjs3992kokmm4/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9lCxWmrEdwIQv0xapdMJAbFnpvIfbXducZfI1PluTrRCRYF6cZ0Z3S6ZJ9Nz8YLsGY9W428JBpwiAIPXbdZWNeux3wM2_lx6LbSdJL1I8xfxQg9y2xnvHVHI6UuzNQNaRbFHrcOmbM70OLUHWcbQnB_j_NgjkiAHoPzzqemJIaIx-2xN4XfvnSh9XhjoUjFRrg?session=0&fife
35,-71.32992,-40.15307,22/07/2021,2021,colision vehicular,choque vehicular,desconocida,materiales,subida de los andes,https://doc-10-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/ncagsl2jj847ap6sfvid1k06mg/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nHgHB5iFnY7hKyR1ZDQcJ2Ls_rGMut9C3BZo_IBf2TjlVV2ZlXuecmV4dngf_T6AruSb_lT1_6-UK9FcIVfO8j9yjMyS4vh6ZGHuBqnor1my9A-avmi7wBalCYHSb5zRBO9hOOluBNYg8UJ557HjRMQadxL_YJoKxmadEVhMSDY_oZ-w_NCVw6AvFPQJlij_E?session=0&fife
36,-71.35552,-40.1514,23/07/2021,2021,accidente vehicular,autovuelco,desconocidas,materiales,centro,https://doc-0g-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/6j575npgnbopmgkbh9264scbos/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9mLwzTx_2W9XfyeIdUrJWeNlkhl3ZgZRJ3uxco4B3kh4rNQyo6_0NVE1BkhL8LokD-MCZTZdEdL4ykM8mm7GINhaU-u403w9tJnzhqy4AtbRrkcgUTZnX6evudy5JcGQA9YojIPR-ZtB1z2-WXvnB7t7lPoriDeWNzaMfn87MagjjZjiGmZj6qcWjkjIQxdWJI?session=0&fife
37,-71.37672,-40.24768,24/07/2021,2021,atropellamiento animales,choque caballo vehiculo,animales sueltos,animal-materiales,arroyo partido,https://doc-0o-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/hp5j87grs6lj7gt8ml5079j0is/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9llrGtUm7TLyqE32Zm7ivZmNt7PeVeqn4Ve5ePsqvuPpXVaYnMzDdK42D3GkALJ9DG5jfrUKW6zTaeBy3rgu2ImXjwPM-ZWENVyPqX9ToOiVlVpFmvPaK3cSOvT43XFQCwKs7SXi4xA8uIAdk9o4Ovfky_7DEN6eJR-SFK-evSrQVSLkTAM21BEhODyik15mlY?session=0&fife
38,-71.13312,-40.08507,24/07/2021,2021,accidente vehicular,autovuelco,desconocidas,materiales,ruta 40-cercania aeropuerto chapelco,https://doc-0o-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/o1kldtidm4870j96mp3487qu3s/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9kKyS3BRCdY6TY67OZou9-xpkcbrjVvKOjfNPozyPa1KEWRTZWfujdPsIHpuVn7-79i-T9V3OU7eBMFs21sOWVDy_a-90nmOl0vWyx3TYZnADlO3MvaC-YDp1rmyE8ThaqwtX7nIVHV0LJrvksUK-OaYI5wC2JhwaHcTH7O0BjV9rYMnC25eIYnZeWXrHMpoCE?session=0&fife
39,-71.34948,-40.15404,26/07/2021,2021,colision vehicular,choque vehicular,desconocida,materiales,centro,https://doc-08-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/1gulue6ku891i8tgctsi8oee6k/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9ma_inaSVjVLhUgG5Km-dNRTqedGV5OMUbXmZg0UQq6f7X9zrcVw-_XuKxWa-Lh6l3kky6r2lI4EgFUzqDrWhKaPCt_prf8IPZH15CQYxfH04WiCLB_iyENCAMEiDfqA-fiME23R_vcsAYfMFLqiu_3ALEEZV1mTsJ7beJQ-MYYVfaz-L15vtICUWzy6YxqLpA?session=0&fife
40,-71.25755,-40.12729,14/05/2020,2020,atropellamiento animales,choque vehiculo caballo,animales sueltos,animal-materiales,ruta 40- forestal sur,https://doc-14-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/4131vtankh9j6vm192sjqh0e40/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9mAnPp_h0mKYy5D1_rpjJmwBpv1QvX3yIZjFxtRNTLNuxDPGDFDhOlP4wuQatlG_B1ju_P5h4OeE2xRMEBsas20xhVqW2YXMTrhH7HeyZOEcNXh9AYfl48pA_jMM0Dqk1tESHCqhbqK1UNAJ5c6cv7_L1QLC4BRDbBiNhxIQ0I6gKo-0xApd6fUXEUurp5xlL4?session=0&fife
41,-71.53438,-40.43892,5/1/2015,2015,atropellamiento animales,choque vehiculo animal,animales sueltos,materiales,ruta 40-lago falkner,https://doc-0g-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/6ekeofpc8sb9logo6ic9i8rku0/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9k3IxOC4lz6ebzX0kHgRqA3bk7WAIPCdMiimo3qKJ_PJ_0mHT5mDah0pvvTPbrP5puT2lTpGH_5ljxiXgd4IFRUnv7-S_9zo4YwdR5kg9J_eAFwqLH1B-cYsaubbd5wdAC7YlX04TNUAy0OXHqlagtzag5krb7fQqO02Kvjpf3Zu65-oL8t9tYkz1kAJLMkrgc?session=0&fife
42,-71.30018,-40.22278,14/07/2020,2020,eventos naturales,desprendimiento de nieve,desprendimiento de nieve,esquiadores,cerro chapelco,https://doc-10-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/vp294n16q361p9h45971bdnra0/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9kRQnh5iu45khkqpBu7x2z_LDgnDEiqGlw6-_3VCZCfmSBx2fnfDHKPrQs1cjV_oznrW40f37TQ1hvC6uBUTeXuQi8HY8QgxvYDfomQBmoymncomRkYhrqTR7M2H8iusHx3ldCbXtBlFryYnv5Ef1ZTT3nCj-qzYjVGub3vPdk71wmGDlHvxFWc9eTxZi93tJ4?session=0&fife
43,-71.18652,-40.1239,3/8/2020,2020,atropellamiento animales,choque animales vehiculo,animales sueltos,animales-materiales,ruta 40-Ã‚Â kilÃƒÂ³metro 2225,https://doc-0k-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/ev15clje5ge95u39o5stnkd86k/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9naUuauqw9pm3WXcyi1Vh4jxIpSp3ewoC2oDGhbAeyLFrIQ1OEeGsq7CcOQgLV5VA9ICRx0VarhPAJR0ZerVrtpoPDRmmDCGNzt3NGx8oHPAXmghnXgw7Z67hRL2NY3t2a0Rh1S19YyPN2Cyrfrd0TZWMBesQmCPF168PZ0tU2W57DNUSMGoxiiKUojeUnegj0?session=0&fife
44,-71.35942,-40.17053,7/3/2020,2020,accidente personas,persona caida,desconocidas,persona lesionada,ruta 40- paredones,https://doc-0c-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/ul5a28klbm8hqqn36o4iim6lbg/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nTUiZwhD_kaG8K6YYTuXdt65L6XP-y0TjCq_kDDY6TOWrv3kRTLiSjgvsBd3H3Zhi0DKU_NIYnkkEpdYDXw1FDtEDy7SisD_c8eUjVHREI7iYKNNQmYSNlsErvY_M0gI7CY5m4O4CTrLszXt8ykbC0_gpgXdOWC-V7BI8r4aCbwClEYZURhMPB355z9L88gb6c?session=0&fife
45,-71.41423,-40.18907,30/12/2020,2020,accidente vehicular,autovuelco,desconocidas,materiales,camino quila quina,https://doc-10-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/v3871rn80bik41gtav4h68bgsk/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9kisrC0wFji9J0wu0jrCKSRw0x5dbvJaVNPNwDkLQ7ZVzO6ppPVURVQjx9oYAw2YGZhr8frFKHqjaL36y4-20Tfcct2-azPMTXYrRnaHxsDhGyIjP1rR-eDvZDzLllCep47sAQUZ-wM1THKu3b-sSJGUoq3pgqWhihmh84Wcbt_3W4oG8ASM-wwn5ZDQzSOw8Y?session=0&fife
46,-71.36518,-40.21621,26/12/2019,2019,accidente vehicular,despiste,desconocida,materiales,ruta 40-kilÃƒÂ³metro 2203,https://doc-0s-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/t469v83ahr5ijn7p5734rofvq8/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9k3P6rwdGseaFJ4wLjCEE63Hl-HOwx9TBbTMt2gKRNBfnP20vxlJIJtGU3GbJavK7Ziy3hrdH6Vx8PRc9WcfOGyJK5R7w5zn2bTGbrdQpcukpBzUyWyFgCvg1MVMb2xhCIvYBhp_L2m_E5_lhbNaSjzCit6QQV93nOtqoNo17CLVhw7RWCafDWBwCS4-UafpjA?session=0&fife
47,-71.30791,-40.1292,29/07/2018,2018,atropellamiento de personas,accidente vehicular peatones,desconocida,materiales y persona lesionada,callejon de gingin y bello,https://doc-08-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/nc6hssnt57ic6qrdo3ksr0f2ro/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9mWeU9l7tekM2-jjuPCKZlmD7yI62IFSh5BoU0lo1xjn-vyEr_YioFukYC5YZYV6FyJA8SC0u-NWSaF2TcIMiEYpIQsUHjqSJ6MEnnYkG94X-CS_GvXybFI6vouwpc8O77oFpv-p-kY0qRpCryh6ZtjEJwgqjhn2aB0OrrmXzaSLZJhT6lACCk-8NEl99Dya1Q?session=0&fife
48,-71.14614,-40.09359,14/04/2017,2017,atropellamiento animales,choque vehiculo animal,animales sueltos,materiales-animales muertos,Ruta 40 Km 2234Ã‚Â ,https://doc-10-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/96v4r17lo1a17ra2782q1lu9fo/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9mHHnsMaTOKxJOl0acGl1t-2PIdjyCpLMPQLSDMn7VsmcJmzBz8WAUbSMMKzDBqAB9UyVkC6ySdqgXFYjlk_NxKyZL8Wmo2Ut0xfrN3fGglzuhpZUjobpMV03-xfm-eyA_hsTJAoOqx-sVuUgs1Hlksu5OXv11-xKLI8DVl4G70v_PGBlvjh3ce-cQs5RQmvZY?session=0&fife
49,-71.44998,-40.36058,21/10/2019,2019,atropellamiento animales,choque vehiculo animal,animales sueltos,materiales-animal lesionado,ruta 40- lago hermoso,https://doc-0g-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/mh02uh8tasvmndtho9gk7lsl3s/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nk12Vgenss90iVk4-eCQjmuKjhhGbRd59tZFBCbGxb9i-KxoydBtKWUFxw_lmPSKTPWygkHZ3MIcFyKUNN97OignZ407gaoZKryJjWLy4YDnZbKVf4YJCGaqQaBEYz1MzMHzaSwXIQu8kYCUD_2b2QpRRIvIVDt9uYBphtQgMFqouKa-C2P2QdtyVbUXDuCCU?session=0&fife
50,-71.29029,-40.13773,19/03/2019,2019,atropellamiento de personas,choque peaton vehiculo,desconocidas,persona fallecida,ruta 40-villa vega san martin,https://doc-08-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/b772411jfk9ihhnjm7b2kuhtps/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9m25fqe6iJFFb5sl-dn9A7hlhEUaqDUQiPwLwYZTCUQj-ajGQ8xUUA2MuobrFZha6yNtCZTDUnyjTc6E0Y8bj2T_S4W2l3RsAIvPoyJqKvr1M3tZZPSX6Kq480OQ49DgJ_UAHS_TI493eKTXbty5I0Em_7i75SqGhuUBefuvG9tTyaSoMf2K4uAkkiUiWg9uLY?session=0&fife
51,-71.35362,-40.32673,22/01/2021,2021,accidente vehicular,autovuelco,desconocidas,materiales,Ruta Provincial 63,https://doc-08-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/jt4gvo78l2d21dato9ptqd0hdk/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9lFbY34lOJGl4XOpRTlADmBL77Z-lHvHaJVl_J7TW4zTcKLA_BlFf6gkiDkXxRGCOZ2RkFbiNRnd8DttE_zCcvnwlcSDgdeD2lvjJrGGbAOC7YcJlLOs2Ahbc_uB2pDtAKbIL6TiVR8iD_lMlu4hhCm7Em-3r7L33zzguRx2myvbK-cYFF7BUuNSxj9PjMLh28?session=0&fife
52,-71.35658,-40.16476,11/2/2021,2021,accidente vehicular,autovuelco,desconocidas,materiales,ruta 40,https://doc-10-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/7k3fr6behnge3e3q1hbftc2jlg/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9m8L6TkX_2aUWNiupA6khnuZfivZGnwcnKXxP-vAOb7r7D9_z7bhPkNrvFguZ47sr_Mzi5MggNTrft7u8Bng0q5BKJ8uFeJpCX1RX8POmsn5EXF80SqVq8WSgERt3goCkH4TnzoKM5a57mKgKB9t7x4GgtZTrzh7AsPtQUbBbLL_VotL7DdkJpmNMxZ55pHTAE?session=0&fife
53,-71.39404,-40.18181,3/6/2019,2019,atropellamiento animales,choque vehiculo animal,animales sueltos,materiales-animal fallecido,ruta 40 entrada quila quina,https://doc-00-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/8dk14p0nct0jc00v3b8eqalu40/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9l6g-tpfISboSrtTXdIfD92nNHTk6lNXNyzQ26M4qZLpx7Coph_MxUxsFKU0rwVGN759k2N7VmTMyJt2zEavFTED3Gj5dqjvNWWEsK4MYPy5Cvxa469M7e2CCYVV1sPI69h5e7H_S4g0XM0b5rgO6xWOg7_t_Iy16AQOoTHfPdYwSU1BrvpWtKdpGTEI8TrYmw?session=0&fife
54,-71.39517,-40.17542,28/07/2017,2017,atropellamiento animales,choque vehiculo animal,animales sueltos,materiales-animal lesionado,ruta 40 entrada catritre,https://doc-0g-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/d5m80aiqic9c3v4mcrdr45s3ac/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9ltZ9oik1yqTNtnuHPBJyITErhZ5MXi6k3ZoSQI07FI9S4MQGfbRvlAoqppvsnlLu10JiPzMKQ7BBHMUNtQ7oeC4vv3WpjwTkoHxBIKBepzFhr_g703TOi9FShuqolxsoNwUzZ8xqk1hQd6cjFUoPsBT2XmvCpgd5oIrR3jOs80jNq-_ZiY3JXCt0whO-X-8nU?session=0&fife
55,-71.32866,-40.15209,30/01/2018,2018,atropellamiento animales,choque vehiculo animal,animales sueltos,materiales,subida de los andes,
56,-71.29445,-40.1391,21/01/2021,2021,colision vehicular,choque vehiculos,desconocidas,materiales-personas lesionadas,ruta 40 y callejon de bello,https://doc-10-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/o5ud48f66s8b4nd7qkqnmt5db0/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9naVqwul8ZYlJteurLKku6ZtuVaNdCZV4bHfP0H3BuqhEFMQOWgy4mFDdyDe7k9iIM2xM3dRxQi6Nsh7K09Fc8D0Fw147Kd_-vp4XUGtptC9Df0wX-EJcBE2v7dY0PIZsnePxFWLizlMP8KFjn0Z4URfZ-jG_YgBs8Xd_E3O4uEtI5LMygeJzrrTjJp7w9LDTo?session=0&fife
57,-71.24699,-40.12434,11/6/2021,2021,atropellamiento animales,choque vehiculo animal,animales sueltos,danos materiales y animal lesionado,ruta 40 entrada rucahue,https://doc-14-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/qr71b57c3lr7cal1mkfe7hmc34/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9kFj7dYnyYlyzKi17QOJPLdrB0PmQFDqOl3TV1lwmHld9W_wso8pSXXaRrD2WW8wju2OnUu0BobkfPm1AwepGlowdwe26c3eYFVjr2Cez5-9fOazrE2breD0MD7BI7xpGh1GgK71G8psEeTAnKho8LSVp_orjq6Op0bPhKKJw1WGWQutiUmUfsJ5PEm0bJwick?session=0&fife
58,-71.37168,-40.22597,2/12/2020,2020,atropellamiento animales,choque vehiculo animal,animales desconocidas,danos materiales y animal fallecido,ruta 40 cruce chapelco,https://doc-10-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/bfmo6pnlkrnkn1me8g48jbk708/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9kxp5Q3SZhDVJ1YgXNcKrWddEVXdvT-peoWQczjeooY_RohA4fRFHyK22LvtHita_Uqc9KERaPh0aJw4Oso9o4EhK21E_XXHkx3k9SEzoDuA9fkCFxxMRfJY5y83RAJe4hSOaCx_HRgmuwWfpofbWFJIthXNWt3PwaoTC89Cg6b4iv143dEvcDr7PUG5HVO6MU?session=0&fife
59,-71.38469,-40.25961,6/6/2020,2020,atropellamiento animales,choque animal vehiculo,animales sueltos,materiales-animal lesionado,ruta 40- las taguas,https://doc-0k-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/jd1qial0sp1bobj1lqr2hcvcos/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9l2xu_M1n9p_iiaVOm_oNSmIZC9ObhjCOP8BCzvlZBsZkvUYnxamPVOtddMBi9HBGFciaY_xZseRB5z5BWykyHFm2w9zPfD6BhPBCiwO1OPeLAfkQBE9sWJPbnE9SecgBYHbc0mJW2iY1aYlUr7lb5-hmMwm1JjJLw83fzGyrN_TYD4Mx4iCE1K2XGRDRN2Tjo?session=0&fife
60,-71.24059,-40.1241,3/1/2018,2018,atropellamiento animales,choque automovil animal,animales sueltos,materiales,ruta 40- pinares chacra 30,
61,-71.36179,-40.21398,26/07/2016,2016,atropellamiento animales,choque automovil animal,animales sueltos,danos materiales-animal lesionado,ruta 40 cercania cruce chapelco,
62,-71.35657,-40.16486,8/1/2021,2021,accidente vehicular,autovuelco,desconocida,materiales,ruta 40-costanera,https://doc-0o-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/skc2c73vcl8i2supng6b2vtj10/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9l-TbZMVfqEtvNu7Ln1rRS_sLYtn_fNDBO_OoI80y_ZISdFmPv9BiYYdO9iYWU5-8ZpkcCgwsApvZ-iWlgkSndog1s9tWUGi3Dbiao6p1loX6D5rTywGmzKd1asa4lr27SVEfjLSDIGEJi6yAn_0hZPyXLx0FwDHb8kVV9RUHYMhEMLGA3DWBZlCLGihpBis6E?session=0&fife
63,-71.39342,-40.18181,14/11/2017,2017,atropellamiento animales,choque automovil animal,animales sueltos,materiales,ruta 40 y cruce de quila quina,https://doc-10-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/gu95n1cvjhgu4u8bqf768g4134/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9lrJ14RgzadksP6jWxDPWrrAwCG7u82o6Iah5C25AUiu_bpVerDDORKJRO7adVqIjbKR6x-jQ6B-O8QFoCi9bdk5sPkLopsKNZHRwFpTgCVNe2tY6xp7ZmsgTsiYijjDxHMrhdILURD6-qjXMgIs1C-7UKMm7Nr36OyrGgkdvhMStexQXCHDJiBuELAHnsIUAM?session=0&fife
64,-71.3567,-40.1648,8/8/2021,2021,accidente vehicular,vuelco,desconocida,materiales,ruta 4 camino catritre,https://doc-10-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/9ss6ac701pkun58pkn89lkg1ro/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9k7AHzKEpNdcPoYMAvZ25ZHdrEvTikym9a9qgUrurYZcmcyo76he-VVsX9lcdwI89dbQxEpWOmFUj6IzedJPY1tPvt2UqjPgsuP56_aY_mkPqbmFVZX0YnBsMtTT4QRLquuuh2_jEmi4-kEfV-LV6l4ZODZjLkRFkMZ7QZBVERvFLVQaIJW7VS78DJPYXv7WLo?session=0&fife
65,-71.29441,-40.1391,7/8/2021,2021,colision vehicular,choque entre 2 vehiculos,desconocidas,materiales,ruta 40-callejon de bello,https://doc-10-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/ov0gqlbm82hokj8i21m3ma8fig/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nC0NDS7cgKHd6L454O0bxzIgBrRywiH9zFkZDlrCHx1YvM3YAOVhJ1GkvtAm1aI-LPh6wmEVijxMgQ0lB-Cx08QMk9aIh5Mdhtx7ygv8J0eVdAXDSfGlrSa9rWQ83TP9gtgNBH7leUV8qswjZk3lVgKudO50jk8nIsu3AR2OaDwFwe1eTy_g9kr7Ti9fmnQX4?session=0&fife
66,-71.34688,-40.15316,7/8/2021,2021,accidente vehicular,accidente_vehicular,desconocidas,materiales,centro,https://doc-0k-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/osbg5969jsicbcs9d1d641ni18/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9neZZEG6Ik0xfnPWV51suOeQnjIfgc8fe3S96SIrJuBluyWOzcmjDx2bcQD_H5zoCZXU2tp8nfuM-0x96H9jZogD6hGks8O6kV5o5EWtufLQS_cLIhFZzlQPQ9ohdDcDoo7y91NC_QNNe7kZcCAU7DEcyJsiCurCrioWdFQ6mU9G9oFrQjEWNeto_GIX_pCsOA?session=0&fife
67,-71.32973,-40.15296,10/8/2021,2021,colision vehicular,choque_motocicleta,congelamiento,materiales-personas lesioanadas,subida de los andes,https://doc-04-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/nm97qk2uah44er2do5ba6c5m0g/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nfTn_PKCEukmziEEQt-jaoos0Og8iJVSfv5wSZ1IA5noKJ-UmQzL5Rb-QmLJHa8T2AUFYk_VTvFviMYVrAgza8plMg9CDoWifO3ynIdu42DTc72tzJyuG0i4tb59vM33O6bE5EdnE0q-Q2QfwVm7ycug2gTD6Wz5BPTtkHi802YZk09RqYzK5xd73oeH0jZcQ?session=0&fife
68,-71.35253,-40.16271,10/8/2021,2021,incendio viviendas,incendio_vivienda,desconocida,dormitorio,centro,https://doc-0c-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/66jhgnq91rcl8ar4ap2pflbkhg/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nTGSl40geIbGbHsPDUhQhAmuf2riH6G14SoYDDM71RYG_bkuVwUhtp2ZPJ6INY8chi88SdiebDMNvhvL9f772GbPlChZlH5OfbUmscAU8A0jQYrTXklJwXsUUG3naJsgHjSTnsRoUtaqOBjvq6pVwbxebJ5HsNcnesiaUytEsy61i7_ycVBBkIaWS6BdscvY1g?session=0&fife
69,-71.36659,-40.17551,18/08/2021,2021,eventos naturales,caida de rocas,precipitaciones,ninguno,camino ruta 40,https://doc-04-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/74ntl9qilapp0ipnsuc905kj38/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9lrpoFFDIB9EU8cah_u_NNVrio30UE5ti0EBZqqmhEm8-D_vtqFE6MKGr-t7mzparcTb25XKk_ixGD6S4Pa6mq5I4OKpniv8HucZ4z8nGrK261qBN1csxRLKxSKK786SmhY5MRHFFEyqst1Frt0Thy7XI3nVNmiR9cYYpPWiuSsQ0Sx50c4wwFxIdqL9b2qd15Y?session=0&fife
70,-71.40221,-40.09367,18/08/2021,2021,accidente personas,persona lesionada montana,desconocida,persona lesionada,cerro colorado,https://doc-00-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/83jvlkuf5p597oib5hkjqu6nf0/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nce7o-XoFTgrNsQA6aiOwqG2NO9bcU6-A3m4Jz04QnLtlPmgoOD_d5GkMy_9JMMZU71PMNMzL62frMANBHUh7hyWx4x3J38vS_oiPoVO_zs2T4q2B50R3BpDW73mU8d3aoJIQG_MJ7Fi9_gfA_NGphGzTnqkVJjXuO61HH0vIORNgUWq_opnd0E1AhlT5LeuU?session=0&fife
71,-71.32054,-40.1512,18/08/2021,2021,accidente vehicular,accidente_vehicular,desperfecto mecaÂ¡nico,persona lesionada,rotonda ruta 40,https://doc-0c-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/f3utbghghr1591rgprrpo0v7kk/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9n24Mqq2f_mLcRIqoqjEFXv0CPTCjCTZ9Jud4jD6JrtDNjXAdEJP6fcQ-aXPGG9pc00rAwsAlgMn7omquj_A1Wn3ATaIXYJy-NPH3kvBtSBtSnGQyoP9OPleFsPi86IdrD-YHtH_5uxyq_W7Anp0SL57VnRe2MJeJFq9fTqikjvMoEb3rVYI4ASaFptkGJgO8c?session=0&fife
